epoch,loss,train_forward_flops_epoch,train_estimated_flops_epoch,cumulative_train_estimated_flops,cumulative_train_estimated_tflops,val_loss,val_macro_f1,val_balanced_acc,val_accuracy,val_sensitivity,val_specificity,val_auc,method_id,method_label,seed,run_dir,fusion_mode,ft_mode,warmup,trainable_params,total_params,trainable_ratio,lr,alpha_values,mode
12,0.0700902098210992,11500646391808.0,34501939175424.0,414023270105088.0,414.023270105088,0.2679064061354708,0.925060015780373,0.9230820636193532,0.9282407407407408,0.9496124031007752,0.896551724137931,0.9779247972912768,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
13,0.0606213850140659,11500646391808.0,34501939175424.0,448525209280512.0,448.525209280512,0.3108513785733117,0.9275491949910556,0.925955626837744,0.9305555555555556,0.9496124031007752,0.9022988505747126,0.9702842377260982,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
14,0.0713438642744814,11500646391808.0,34501939175424.0,483027148455936.0,483.027148455936,0.3731165111616806,0.9034110429447852,0.9139935846030474,0.9050925925925926,0.8682170542635659,0.9597701149425288,0.9685690100686092,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
15,0.0672389228933865,11500646391808.0,34501939175424.0,517529087631360.0,517.52908763136,0.3168056491348479,0.9190476190476192,0.9238171611868484,0.9212962962962964,0.9108527131782944,0.9367816091954024,0.9763654994208322,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
16,0.055375347596995,11500646391808.0,34501939175424.0,552031026806784.0,552.031026806784,0.2956688586208555,0.9353375872449176,0.9373830526597168,0.9375,0.937984496124031,0.9367816091954024,0.9781030027621848,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
17,0.0657221102574085,11500646391808.0,34501939175424.0,586532965982208.0,586.532965982208,0.3551389696421446,0.9121096649675856,0.9180032076984764,0.914351851851852,0.8992248062015504,0.9367816091954024,0.9700169295197364,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
18,0.0677430148569754,11500646391808.0,34501939175424.0,621034905157632.0,621.034905157632,0.3490024131757241,0.9202251780887842,0.9182705159048384,0.9236111111111112,0.9457364341085271,0.8908045977011494,0.9700726187293952,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
19,0.0643009517687497,11500646391808.0,34501939175424.0,655536844333056.0,655.536844333056,0.3497143042860208,0.9239285950122162,0.92956428762363,0.925925925925926,0.9108527131782944,0.9482758620689656,0.9715094003385903,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
20,0.0634650944708812,11500646391808.0,34501939175424.0,690038783508480.0,690.03878350848,0.3370400007676195,0.9245941700122186,0.9202753274525528,0.9282407407407408,0.9612403100775194,0.8793103448275862,0.9727345629510826,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
21,0.0679014053508441,11500646391808.0,34501939175424.0,724540722683904.0,724.540722683904,0.45427965676343,0.9032886869823036,0.9130580058807805,0.9050925925925926,0.872093023255814,0.9540229885057472,0.966497371469304,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
22,0.070694992716516,11500646391808.0,34501939175424.0,759042661859328.0,759.042661859328,0.3824898939993646,0.9054601159864316,0.9140604116546378,0.9074074074074074,0.8798449612403101,0.9482758620689656,0.9717098814933618,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
23,0.0664915222131451,11500646391808.0,34501939175424.0,793544601034752.0,793.544601034752,0.3171566570246661,0.911069073914374,0.9114541566426088,0.914351851851852,0.9263565891472868,0.896551724137931,0.9747616501826606,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
24,0.0562043727398884,11500646391808.0,34501939175424.0,828046540210176.0,828.046540210176,0.2999674277725043,0.929894853471962,0.927893611333868,0.9328703703703703,0.9534883720930232,0.9022988505747126,0.9751180611244764,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
25,0.0521928601087632,11500646391808.0,34501939175424.0,862548479385600.0,862.5484793856,0.2946339558672022,0.9348580045237496,0.9336407377706496,0.9375,0.9534883720930232,0.913793103448276,0.9802860197808072,DAF,DHTL-Net w/o KMD,0,runs_binary_iqa/DAF_seed0,,,,,,,,,
1,0.6685781596511032,11221549015040.0,33664647045120.0,33664647045120.0,33.66464704512,0.5753191157623574,0.6469867211440246,0.6451483560545308,0.6666666666666666,0.7558139534883721,0.5344827586206896,0.768778401496926,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,True,4098.0,47020162.0,8.715410210624115e-05,0.0001,,
2,0.5404905845823976,11221549015040.0,33664647045120.0,67329294090240.0,67.32929409024,0.5452780922253927,0.7004308108964034,0.7061614541566426,0.7060185185185185,0.7054263565891473,0.7068965517241379,0.7996079479640026,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,True,4098.0,47020162.0,8.715410210624115e-05,0.0001,,
3,0.495541968603724,11221549015040.0,33664647045120.0,100993941135360.0,100.99394113536,0.5077456699477302,0.6990179598336725,0.7006148088746325,0.7083333333333334,0.7403100775193798,0.6609195402298851,0.8197451661766015,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,True,4098.0,47020162.0,8.715410210624115e-05,0.0001,,
4,0.337722875627748,11221549015040.0,33664647045120.0,134658588180480.0,134.65858818048,0.2855653328200181,0.8828606937069258,0.8779738037957765,0.8888888888888888,0.9341085271317828,0.8218390804597702,0.950102468145772,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
5,0.0941569992753955,11221549015040.0,33664647045120.0,168323235225600.0,168.3232352256,0.2917624787875899,0.8704294478527608,0.8803127506014434,0.8726851851851852,0.8410852713178295,0.9195402298850576,0.9621981644836496,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
6,0.0204585583905232,11221549015040.0,33664647045120.0,201987882270720.0,201.98788227072,0.2652951145751608,0.8962553405378235,0.8951483560545308,0.9004629629629629,0.9224806201550388,0.867816091954023,0.9656063441147644,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
7,0.0048492860799279,11221549015040.0,33664647045120.0,235652529315840.0,235.65252931584,0.2883576165574292,0.8962553405378235,0.8951483560545308,0.9004629629629629,0.9224806201550388,0.867816091954023,0.9675443286108883,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
8,0.0061996446895675,11221549015040.0,33664647045120.0,269317176360960.0,269.31717636096,0.3149113458132854,0.8925960916911143,0.8959502806736167,0.8958333333333334,0.8953488372093024,0.896551724137931,0.9640024948765928,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
9,0.0048838938951261,11221549015040.0,33664647045120.0,302981823406080.0,302.98182340608,0.3206788642176737,0.877642825011246,0.8787089013632718,0.8819444444444444,0.8953488372093024,0.8620689655172413,0.9661186848436246,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
10,0.0017538077414168,11221549015040.0,33664647045120.0,336646470451200.0,336.6464704512,0.3298208939118517,0.8914300075395828,0.890336808340016,0.8958333333333334,0.9186046511627908,0.8620689655172413,0.9643143544506816,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
11,0.0058267174142211,11221549015040.0,33664647045120.0,370311117496320.0,370.31111749632,0.351933159796452,0.881307368385639,0.8788425554664527,0.8865740740740741,0.9186046511627908,0.8390804597701149,0.9627327808963736,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
12,0.0079621009076691,11221549015040.0,33664647045120.0,403975764541440.0,403.97576454144,0.3761208541001434,0.883610237988325,0.8807805399625768,0.8888888888888888,0.9224806201550388,0.8390804597701149,0.9596141851554842,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
13,0.005513339934074,11221549015040.0,33664647045120.0,437640411586560.0,437.64041158656,0.3916630270132036,0.8899302093718844,0.8921411387329592,0.8935185185185185,0.8992248062015504,0.8850574712643678,0.9575202708723156,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
14,0.0124782904213094,11221549015040.0,33664647045120.0,471305058631680.0,471.30505863168,0.3460965081596643,0.8918407655715359,0.8922079657845496,0.8958333333333334,0.9108527131782944,0.8735632183908046,0.960995277555021,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
15,0.0110320622651441,11221549015040.0,33664647045120.0,504969705676800.0,504.9697056768,0.4306466191644884,0.8906473553300609,0.8958834536220261,0.8935185185185185,0.8837209302325582,0.9080459770114944,0.9584558495945824,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
16,0.0169907969550198,11221549015040.0,33664647045120.0,538634352721920.0,538.63435272192,0.3614647222156809,0.8995014955134596,0.9017642341619888,0.9027777777777778,0.9069767441860463,0.896551724137931,0.9645816626570436,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
17,0.010322028057806,11221549015040.0,33664647045120.0,572298999767040.0,572.29899976704,0.3750109911240913,0.8893344025661587,0.8893344025661587,0.8935185185185185,0.9108527131782944,0.867816091954023,0.957642787133565,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
18,0.0042145238224618,11221549015040.0,33664647045120.0,605963646812160.0,605.96364681216,0.3385076454012758,0.8966478426572454,0.8970195134990644,0.9004629629629629,0.9147286821705426,0.8793103448275862,0.9676779827140694,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
19,0.0015487156429297,11221549015040.0,33664647045120.0,639628293857280.0,639.62829385728,0.4058308437276907,0.8843037918182426,0.8835872761293772,0.8888888888888888,0.9108527131782944,0.8563218390804598,0.9658068252695358,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
20,0.0008560371780558,11221549015040.0,33664647045120.0,673292940902400.0,673.2929409024,0.5211937365130763,0.8785069858483137,0.8750334135257952,0.8842592592592593,0.9224806201550388,0.8275862068965517,0.9540898155573376,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
21,0.0007609723685051,11221549015040.0,33664647045120.0,706957587947520.0,706.95758794752,0.4798571643402317,0.8941459502806737,0.8941459502806737,0.8981481481481481,0.9147286821705426,0.8735632183908046,0.9623095429029672,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
22,0.0003742171459464,11221549015040.0,33664647045120.0,740622234992640.0,740.62223499264,0.457181116350478,0.881307368385639,0.8788425554664527,0.8865740740740741,0.9186046511627908,0.8390804597701149,0.965094003385904,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
23,0.0002619022930965,11221549015040.0,33664647045120.0,774286882037760.0,774.28688203776,0.4633003388837635,0.8861519655943884,0.8836541031809677,0.8912037037037037,0.9224806201550388,0.8448275862068966,0.9650494520181768,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
24,0.0003597065005712,11221549015040.0,33664647045120.0,807951529082880.0,807.95152908288,0.4659813866849247,0.8762073324905183,0.8730954290296712,0.8819444444444444,0.9186046511627908,0.8275862068965517,0.9655952062728326,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
25,0.0002135733981405,11221549015040.0,33664647045120.0,841616176128000.0,841.616176128,0.4659742727138412,0.8933093848226313,0.8904036353916065,0.8981481481481481,0.9302325581395348,0.8505747126436781,0.9661186848436248,fusion_residual,Residual,0,runs_binary_iqa/fusion_residual_seed0,residual,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
1,0.6403398719206124,11221549015040.0,33664647045120.0,33664647045120.0,33.66464704512,0.5856374016514531,0.6295112781954888,0.628174284950548,0.6620370370370371,0.8023255813953488,0.4540229885057471,0.7625189343312839,fusion_fixed_interp,FixedInterp,0,runs_binary_iqa/fusion_fixed_interp_seed0,fixed_interp,l34,True,4098.0,47020162.0,8.715410210624115e-05,0.0001,,
2,0.5562718321016505,11221549015040.0,33664647045120.0,67329294090240.0,67.32929409024,0.5618213878737556,0.6570250958620263,0.6556402031542368,0.6736111111111112,0.748062015503876,0.5632183908045977,0.7858192996524992,fusion_fixed_interp,FixedInterp,0,runs_binary_iqa/fusion_fixed_interp_seed0,fixed_interp,l34,True,4098.0,47020162.0,8.715410210624115e-05,0.0001,,
3,0.5188354503511504,11221549015040.0,33664647045120.0,100993941135360.0,100.99394113536,0.5441186339766891,0.6646792809413459,0.6633253140871425,0.6805555555555556,0.751937984496124,0.5747126436781609,0.7943063352044909,fusion_fixed_interp,FixedInterp,0,runs_binary_iqa/fusion_fixed_interp_seed0,fixed_interp,l34,True,4098.0,47020162.0,8.715410210624115e-05,0.0001,,
4,0.3421630592953649,11221549015040.0,33664647045120.0,134658588180480.0,134.65858818048,0.2969310128440459,0.8693284936479129,0.8672814755412991,0.875,0.9069767441860463,0.8275862068965517,0.9455359529537556,fusion_fixed_interp,FixedInterp,0,runs_binary_iqa/fusion_fixed_interp_seed0,fixed_interp,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
5,0.0973365428927457,11221549015040.0,33664647045120.0,168323235225600.0,168.3232352256,0.3475617876069413,0.8546875,0.8676824378508421,0.8564814814814815,0.810077519379845,0.9252873563218392,0.950325224984407,fusion_fixed_interp,FixedInterp,0,runs_binary_iqa/fusion_fixed_interp_seed0,fixed_interp,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
6,0.0258520177492819,11221549015040.0,33664647045120.0,201987882270720.0,201.98788227072,0.3317813564229894,0.8820060312487806,0.8816492916332531,0.8865740740740741,0.9069767441860463,0.8563218390804598,0.9540229885057472,fusion_fixed_interp,FixedInterp,0,runs_binary_iqa/fusion_fixed_interp_seed0,fixed_interp,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
7,0.0063648019315172,11221549015040.0,33664647045120.0,235652529315840.0,235.65252931584,0.3263888263005625,0.9035864931818688,0.9028334669874364,0.9074074074074074,0.9263565891472868,0.8793103448275862,0.9603938340907066,fusion_fixed_interp,FixedInterp,0,runs_binary_iqa/fusion_fixed_interp_seed0,fixed_interp,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
8,0.0093417519282423,11221549015040.0,33664647045120.0,269317176360960.0,269.31717636096,0.3157918975533296,0.8830490776192134,0.8863271852445871,0.8865740740740741,0.8875968992248062,0.8850574712643678,0.9613962398645638,fusion_fixed_interp,FixedInterp,0,runs_binary_iqa/fusion_fixed_interp_seed0,fixed_interp,l34,False,22067202.0,47020162.0,0.4693136106166541,0.0001,,
