batch_size,latency_ms_per_batch,latency_ms_per_image,vram_peak_mb,input_size,profile_iters,warmup_iters,method_id,method_label,seed,run_dir
16,10.972779337565104,0.685798708597819,988.71044921875,224,30,10,fusion_learnable_interp,LearnableInterp,4,runs_binary_iqa/fusion_learnable_interp_seed4
32,16.1329833984375,0.5041557312011719,1323.89794921875,224,30,10,fusion_learnable_interp,LearnableInterp,4,runs_binary_iqa/fusion_learnable_interp_seed4
64,45.64920247395833,0.713268788655599,3700.0224609375,224,30,10,fusion_learnable_interp,LearnableInterp,4,runs_binary_iqa/fusion_learnable_interp_seed4
8,8.771033732096354,1.0963792165120445,3247.43896484375,224,30,10,fusion_gating,Gating,0,runs_binary_iqa/fusion_gating_seed0
16,8.137674458821614,0.5086046536763509,1188.76708984375,224,30,10,fusion_gating,Gating,0,runs_binary_iqa/fusion_gating_seed0
32,20.524092610677084,0.6413778940836589,1525.01708984375,224,30,10,fusion_gating,Gating,0,runs_binary_iqa/fusion_gating_seed0
64,58.83183186848958,0.9192473729451496,3902.00927734375,224,30,10,fusion_gating,Gating,0,runs_binary_iqa/fusion_gating_seed0
8,5.15694834391276,0.644618542989095,3055.7705078125,224,30,10,fusion_gating,Gating,1,runs_binary_iqa/fusion_gating_seed1
16,8.496795654296875,0.5310497283935547,996.3798828125,224,30,10,fusion_gating,Gating,1,runs_binary_iqa/fusion_gating_seed1
32,17.887618001302084,0.5589880625406901,1333.3486328125,224,30,10,fusion_gating,Gating,1,runs_binary_iqa/fusion_gating_seed1
64,54.34524739583333,0.8491444905598958,3709.7861328125,224,30,10,fusion_gating,Gating,1,runs_binary_iqa/fusion_gating_seed1
8,5.225059000651042,0.6531323750813802,3060.2197265625,224,30,10,fusion_gating,Gating,2,runs_binary_iqa/fusion_gating_seed2
16,10.554275512695312,0.659642219543457,1000.7353515625,224,30,10,fusion_gating,Gating,2,runs_binary_iqa/fusion_gating_seed2
32,17.29362589518229,0.5404258092244466,1336.8916015625,224,30,10,fusion_gating,Gating,2,runs_binary_iqa/fusion_gating_seed2
64,57.70875651041667,0.9016993204752604,3713.2041015625,224,30,10,fusion_gating,Gating,2,runs_binary_iqa/fusion_gating_seed2
8,10.381557210286458,1.2976946512858072,3051.5126953125,224,30,10,fusion_gating,Gating,3,runs_binary_iqa/fusion_gating_seed3
16,16.464098103841145,1.0290061314900716,993.3876953125,224,30,10,fusion_gating,Gating,3,runs_binary_iqa/fusion_gating_seed3
32,21.77802937825521,0.6805634180704753,1329.4345703125,224,30,10,fusion_gating,Gating,3,runs_binary_iqa/fusion_gating_seed3
64,50.66858317057292,0.7916966120402018,3706.4658203125,224,30,10,fusion_gating,Gating,3,runs_binary_iqa/fusion_gating_seed3
8,10.399036661783857,1.299879582722982,3054.6611328125,224,30,10,fusion_gating,Gating,4,runs_binary_iqa/fusion_gating_seed4
16,13.094577026367189,0.8184110641479492,995.6142578125,224,30,10,fusion_gating,Gating,4,runs_binary_iqa/fusion_gating_seed4
32,17.504288736979166,0.547009023030599,1333.3642578125,224,30,10,fusion_gating,Gating,4,runs_binary_iqa/fusion_gating_seed4
64,65.88070882161459,1.029386075337728,3709.6142578125,224,30,10,fusion_gating,Gating,4,runs_binary_iqa/fusion_gating_seed4
8,5.28084716796875,0.6601058959960937,3240.6298828125,224,30,10,fusion_adapter,Adapter,0,runs_binary_iqa/fusion_adapter_seed0
16,10.50401611328125,0.6565010070800781,1133.8330078125,224,30,10,fusion_adapter,Adapter,0,runs_binary_iqa/fusion_adapter_seed0
32,16.48860880533854,0.5152690251668294,1420.4580078125,224,30,10,fusion_adapter,Adapter,0,runs_binary_iqa/fusion_adapter_seed0
64,43.90350341796875,0.6859922409057617,3893.9580078125,224,30,10,fusion_adapter,Adapter,0,runs_binary_iqa/fusion_adapter_seed0
8,5.119036865234375,0.6398796081542969,3053.95458984375,224,30,10,fusion_adapter,Adapter,1,runs_binary_iqa/fusion_adapter_seed1
16,9.661623128255208,0.6038514455159505,944.47021484375,224,30,10,fusion_adapter,Adapter,1,runs_binary_iqa/fusion_adapter_seed1
32,16.339553833007812,0.5106110572814941,1233.40771484375,224,30,10,fusion_adapter,Adapter,1,runs_binary_iqa/fusion_adapter_seed1
64,58.15603841145833,0.9086881001790365,3707.90771484375,224,30,10,fusion_adapter,Adapter,1,runs_binary_iqa/fusion_adapter_seed1
8,5.576280721028646,0.6970350901285808,3053.52490234375,224,30,10,fusion_adapter,Adapter,2,runs_binary_iqa/fusion_adapter_seed2
16,9.512979125976562,0.5945611953735351,945.19677734375,224,30,10,fusion_adapter,Adapter,2,runs_binary_iqa/fusion_adapter_seed2
32,17.950897216796875,0.5609655380249023,1233.82177734375,224,30,10,fusion_adapter,Adapter,2,runs_binary_iqa/fusion_adapter_seed2
64,44.0225341796875,0.6878520965576171,3707.32177734375,224,30,10,fusion_adapter,Adapter,2,runs_binary_iqa/fusion_adapter_seed2
8,5.190129089355469,0.6487661361694336,3053.34521484375,224,30,10,fusion_adapter,Adapter,3,runs_binary_iqa/fusion_adapter_seed3
16,7.985491434733073,0.4990932146708171,945.28271484375,224,30,10,fusion_adapter,Adapter,3,runs_binary_iqa/fusion_adapter_seed3
32,15.972813924153646,0.4991504351298014,1233.11083984375,224,30,10,fusion_adapter,Adapter,3,runs_binary_iqa/fusion_adapter_seed3
64,33.7011474609375,0.5265804290771484,3707.79833984375,224,30,10,fusion_adapter,Adapter,3,runs_binary_iqa/fusion_adapter_seed3
8,5.082835388183594,0.6353544235229492,3056.87646484375,224,30,10,fusion_adapter,Adapter,4,runs_binary_iqa/fusion_adapter_seed4
16,7.957880655924479,0.4973675409952799,947.70458984375,224,30,10,fusion_adapter,Adapter,4,runs_binary_iqa/fusion_adapter_seed4
